event_id,time,activity,lifecycle,msg_id,msg_payload,msg_role,x,y,z,robot,casename
35235,2022-12-19T14:53:10.843348,tractor_position?,start,m_4125,{ header: tractor_1; position: {x:8.704405863333006; y: 9.397878124480858} },receive,8.462.499.278.818.050,8.999.371.147.033.890,14.578.724.898.762.500,drone,65
35238,2022-12-19T14:53:10.874348,tractor_position!,start,m_4126,{ header: tractor_2; position: {x:9.33543026484929; y: 8.877599616154036} },send,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35239,2022-12-19T14:53:10.891348,tractor_position?,start,m_4126,{ header: tractor_2; position: {x:9.33543026484929; y: 8.877599616154036} },receive,8.462.499.278.818.050,8.999.371.147.033.890,14.578.724.898.762.500,drone,65
35242,2022-12-19T14:53:10.934348,select_closest_tractor,start,,,,8.462.499.278.818.050,8.999.371.147.033.890,14.578.724.898.762.500,drone,65
35244,2022-12-19T14:53:10.958348,closest_tractor!,start,m_4127,{ name: tractor_1 },send,8.462.499.278.818.050,8.999.371.147.033.890,14.578.724.898.762.500,drone,65
35245,2022-12-19T14:53:10.968348,closest_tractor?,start,m_4127,{ name: tractor_1 },receive,8.704.405.863.333.000,9.397.878.124.480.850,0.0,tractor_1,65
35247,2022-12-19T14:53:10.969348,explore,start,,,,8.462.499.278.818.050,8.999.371.147.033.890,14.558.616.571.281.300,drone,65
35249,2022-12-19T14:53:10.976348,move,start,,,,8.704.405.863.333.000,9.397.878.124.480.850,0.0,tractor_1,65
35250,2022-12-19T14:53:10.980348,closest_tractor?,start,m_4127,{ name: tractor_1 },receive,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35253,2022-12-19T14:53:11.012348,cut_grass,start,,,,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35256,2022-12-19T14:53:18.036348,weed_found,start,,,,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35258,2022-12-19T14:53:28.066348,weed_position!,start,m_4128,{weed: {x:8.22374792796181; y: 9.155463774554763} },send,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35260,2022-12-19T14:53:48.066348,weed_position!,start,m_4128,{weed: {x:8.22374792796181; y: 9.155463774554763} },send,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35262,2022-12-19T14:54:08.066348,weed_position!,start,m_4128,{weed: {x:8.22374792796181; y: 9.155463774554763} },send,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35264,2022-12-19T14:54:28.066348,weed_position!,start,m_4128,{weed: {x:8.22374792796181; y: 9.155463774554763} },send,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35265,2022-12-19T14:54:28.084348,weed_position?,start,m_4128,{weed: {x:8.22374792796181; y: 9.155463774554763} },receive,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35268,2022-12-19T14:54:38.094348,tractor_position!,start,m_4129,{ header: tractor_2; position: {x:9.33543026484929; y: 8.877599616154036} },send,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35269,2022-12-19T14:54:38.106348,tractor_position?,start,m_4129,{ header: tractor_2; position: {x:9.33543026484929; y: 8.877599616154036} },receive,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35272,2022-12-19T14:54:38.152348,select_closest_tractor,start,,,,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35274,2022-12-19T14:54:38.173348,closest_tractor!,start,m_4130,{ name: tractor_2 },send,822.374.792.796.181,9.155.463.774.554.760,14.558.616.571.281.300,drone,65
35276,2022-12-19T14:54:38.184348,explore,start,,,,822.374.792.796.181,9.155.463.774.554.760,14.088.118.916.646.900,drone,65
35277,2022-12-19T14:54:38.185348,closest_tractor?,start,m_4130,{ name: tractor_2 },receive,8.704.405.863.333.000,9.397.878.124.480.850,0.0,tractor_1,65
35278,2022-12-19T14:54:38.189348,closest_tractor?,start,m_4130,{ name: tractor_2 },receive,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35280,2022-12-19T14:54:38.194348,move,start,,,,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35283,2022-12-19T14:54:38.229348,cut_grass,start,,,,822.374.792.796.181,9.155.463.774.554.760,0.0,tractor_2,65
35286,2022-12-19T14:54:48.296348,weed_found,start,,,,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35288,2022-12-19T14:54:58.324348,weed_position!,start,m_4131,{weed: {x:7.982914912992661; y: 9.050745959313376} },send,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35290,2022-12-19T14:55:18.324348,weed_position!,start,m_4131,{weed: {x:7.982914912992661; y: 9.050745959313376} },send,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35292,2022-12-19T14:55:38.324348,weed_position!,start,m_4131,{weed: {x:7.982914912992661; y: 9.050745959313376} },send,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35294,2022-12-19T14:55:58.324348,weed_position!,start,m_4131,{weed: {x:7.982914912992661; y: 9.050745959313376} },send,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35295,2022-12-19T14:55:58.341348,weed_position?,start,m_4131,{weed: {x:7.982914912992661; y: 9.050745959313376} },receive,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35296,2022-12-19T14:55:58.343348,weed_position?,start,m_4131,{weed: {x:7.982914912992661; y: 9.050745959313376} },receive,8.704.405.863.333.000,9.397.878.124.480.850,0.0,tractor_1,65
35300,2022-12-19T14:56:08.335348,tractor_position!,start,m_4132,{ header: tractor_1; position: {x:8.462499278818052; y: 8.999371147033893} },send,8.704.405.863.333.000,9.397.878.124.480.850,0.0,tractor_1,65
35301,2022-12-19T14:56:08.347348,tractor_position?,start,m_4132,{ header: tractor_1; position: {x:8.462499278818052; y: 8.999371147033893} },receive,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35304,2022-12-19T14:56:08.388348,tractor_position!,start,m_4133,{ header: tractor_2; position: {x:8.22374792796181; y: 9.155463774554763} },send,933.543.026.484.929,8.877.599.616.154.030,0.0,tractor_2,65
35305,2022-12-19T14:56:08.407348,tractor_position?,start,m_4133,{ header: tractor_2; position: {x:8.22374792796181; y: 9.155463774554763} },receive,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35308,2022-12-19T14:56:08.443348,select_closest_tractor,start,,,,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35310,2022-12-19T14:56:08.465348,closest_tractor!,start,m_4134,{ name: tractor_2 },send,7.982.914.912.992.660,9.050.745.959.313.370,14.088.118.916.646.900,drone,65
35311,2022-12-19T14:56:08.471348,closest_tractor?,start,m_4134,{ name: tractor_2 },receive,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35313,2022-12-19T14:56:08.475348,explore,start,,,,7.982.914.912.992.660,9.050.745.959.313.370,14.375.095.898.099.400,drone,65
35314,2022-12-19T14:56:08.487348,closest_tractor?,start,m_4134,{ name: tractor_2 },receive,822.374.792.796.181,9.155.463.774.554.760,0.0,tractor_2,65
35316,2022-12-19T14:56:08.495348,move,start,,,,822.374.792.796.181,9.155.463.774.554.760,0.0,tractor_2,65
35319,2022-12-19T14:56:08.537348,cut_grass,start,,,,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35322,2022-12-19T14:56:23.595348,weed_found,start,,,,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35324,2022-12-19T14:56:33.633348,weed_position!,start,m_4135,{weed: {x:10.2204455849452; y: 8.651543744699769} },send,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35326,2022-12-19T14:56:53.633348,weed_position!,start,m_4135,{weed: {x:10.2204455849452; y: 8.651543744699769} },send,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35328,2022-12-19T14:57:13.633348,weed_position!,start,m_4135,{weed: {x:10.2204455849452; y: 8.651543744699769} },send,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35330,2022-12-19T14:57:33.633348,weed_position!,start,m_4135,{weed: {x:10.2204455849452; y: 8.651543744699769} },send,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35331,2022-12-19T14:57:33.653348,weed_position?,start,m_4135,{weed: {x:10.2204455849452; y: 8.651543744699769} },receive,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35334,2022-12-19T14:57:43.652348,tractor_position!,start,m_4136,{ header: tractor_1; position: {x:8.462499278818052; y: 8.999371147033893} },send,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35335,2022-12-19T14:57:43.666348,tractor_position?,start,m_4136,{ header: tractor_1; position: {x:8.462499278818052; y: 8.999371147033893} },receive,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35338,2022-12-19T14:57:43.718348,select_closest_tractor,start,,,,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35340,2022-12-19T14:57:43.739348,closest_tractor!,start,m_4137,{ name: tractor_1 },send,102.204.455.849.452,8.651.543.744.699.760,14.375.095.898.099.400,drone,65
35341,2022-12-19T14:57:43.751348,explore,start,,,,102.204.455.849.452,8.651.543.744.699.760,14.504.902.852.321.200,drone,65
35343,2022-12-19T14:57:43.755348,closest_tractor?,start,m_4137,{ name: tractor_1 },receive,822.374.792.796.181,9.155.463.774.554.760,0.0,tractor_2,65
35344,2022-12-19T14:57:43.759348,closest_tractor?,start,m_4137,{ name: tractor_1 },receive,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35345,2022-12-19T14:57:43.763348,move,start,,,,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35349,2022-12-19T14:57:43.800348,cut_grass,start,,,,102.204.455.849.452,8.651.543.744.699.760,0.0,tractor_1,65
35352,2022-12-19T14:57:57.848348,weed_found,start,,,,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35354,2022-12-19T14:58:07.871348,weed_position!,start,m_4138,{weed: {x:9.919969517352122; y: 10.131585953633785} },send,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35356,2022-12-19T14:58:27.871348,weed_position!,start,m_4138,{weed: {x:9.919969517352122; y: 10.131585953633785} },send,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35358,2022-12-19T14:58:47.871348,weed_position!,start,m_4138,{weed: {x:9.919969517352122; y: 10.131585953633785} },send,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35359,2022-12-19T14:58:47.886348,weed_position?,start,m_4138,{weed: {x:9.919969517352122; y: 10.131585953633785} },receive,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35360,2022-12-19T14:58:47.891348,weed_position?,start,m_4138,{weed: {x:9.919969517352122; y: 10.131585953633785} },receive,822.374.792.796.181,9.155.463.774.554.760,0.0,tractor_2,65
35364,2022-12-19T14:58:57.881348,tractor_position!,start,m_4139,{ header: tractor_1; position: {x:10.2204455849452; y: 8.651543744699769} },send,8.462.499.278.818.050,8.999.371.147.033.890,0.0,tractor_1,65
35365,2022-12-19T14:58:57.894348,tractor_position?,start,m_4139,{ header: tractor_1; position: {x:10.2204455849452; y: 8.651543744699769} },receive,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35368,2022-12-19T14:58:57.941348,tractor_position!,start,m_4140,{ header: tractor_2; position: {x:7.982914912992661; y: 9.050745959313376} },send,822.374.792.796.181,9.155.463.774.554.760,0.0,tractor_2,65
35369,2022-12-19T14:58:57.958348,tractor_position?,start,m_4140,{ header: tractor_2; position: {x:7.982914912992661; y: 9.050745959313376} },receive,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35372,2022-12-19T14:58:58.005348,select_closest_tractor,start,,,,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35374,2022-12-19T14:58:58.029348,closest_tractor!,start,m_4141,{ name: tractor_1 },send,9.919.969.517.352.120,10.131.585.953.633.700,14.504.902.852.321.200,drone,65
35376,2022-12-19T14:58:58.041348,explore,start,,,,9.919.969.517.352.120,10.131.585.953.633.700,1.413.116.151.217.380,drone,65
35377,2022-12-19T14:58:58.047348,closest_tractor?,start,m_4141,{ name: tractor_1 },receive,102.204.455.849.452,8.651.543.744.699.760,0.0,tractor_1,65
35378,2022-12-19T14:58:58.053348,closest_tractor?,start,m_4141,{ name: tractor_1 },receive,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35381,2022-12-19T14:58:58.062348,move,start,,,,102.204.455.849.452,8.651.543.744.699.760,0.0,tractor_1,65
35383,2022-12-19T14:58:58.107348,cut_grass,start,,,,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35386,2022-12-19T14:59:08.176348,weed_found,start,,,,9.522.493.129.477.880,1.005.295.290.771.380,1.413.116.151.217.380,drone,65
35388,2022-12-19T14:59:18.196348,weed_position!,start,m_4142,{weed: {x:9.522493129477887; y: 10.05295290771388} },send,9.522.493.129.477.880,1.005.295.290.771.380,1.413.116.151.217.380,drone,65
35390,2022-12-19T14:59:38.196348,weed_position!,start,m_4142,{weed: {x:9.522493129477887; y: 10.05295290771388} },send,9.522.493.129.477.880,1.005.295.290.771.380,1.413.116.151.217.380,drone,65
35392,2022-12-19T14:59:58.196348,weed_position!,start,m_4142,{weed: {x:9.522493129477887; y: 10.05295290771388} },send,9.522.493.129.477.880,1.005.295.290.771.380,1.413.116.151.217.380,drone,65
35393,2022-12-19T14:59:58.214348,weed_position?,start,m_4142,{weed: {x:9.522493129477887; y: 10.05295290771388} },receive,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35396,2022-12-19T15:00:08.213348,tractor_position!,start,m_4143,{ header: tractor_2; position: {x:7.982914912992661; y: 9.050745959313376} },send,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35397,2022-12-19T15:00:08.224348,tractor_position?,start,m_4143,{ header: tractor_2; position: {x:7.982914912992661; y: 9.050745959313376} },receive,9.522.493.129.477.880,1.005.295.290.771.380,1.413.116.151.217.380,drone,65
35400,2022-12-19T15:00:08.299348,select_closest_tractor,start,,,,9.522.493.129.477.880,1.005.295.290.771.380,1.413.116.151.217.380,drone,65
35402,2022-12-19T15:00:08.321348,closest_tractor!,start,m_4144,{ name: tractor_2 },send,9.522.493.129.477.880,1.005.295.290.771.380,1.413.116.151.217.380,drone,65
35403,2022-12-19T15:00:08.328348,closest_tractor?,start,m_4144,{ name: tractor_2 },receive,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35405,2022-12-19T15:00:08.332348,explore,start,,,,9.522.493.129.477.880,1.005.295.290.771.380,14.315.085.320.795.700,drone,65
35406,2022-12-19T15:00:08.335348,closest_tractor?,start,m_4144,{ name: tractor_2 },receive,102.204.455.849.452,8.651.543.744.699.760,0.0,tractor_1,65
35408,2022-12-19T15:00:08.342348,move,start,,,,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35411,2022-12-19T15:00:08.395348,cut_grass,start,,,,9.522.493.129.477.880,1.005.295.290.771.380,0.0,tractor_2,65
35414,2022-12-19T15:00:20.436348,weed_found,start,,,,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35416,2022-12-19T15:00:30.463348,weed_position!,start,m_4145,{weed: {x:9.142979181587192; y: 9.548865002608805} },send,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35418,2022-12-19T15:00:50.463348,weed_position!,start,m_4146,{weed: {x:9.142979181587192; y: 9.548865002608805} },send,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35420,2022-12-19T15:01:10.463348,weed_position!,start,m_4147,{weed: {x:9.142979181587192; y: 9.548865002608805} },send,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35422,2022-12-19T15:01:30.463348,weed_position!,start,m_4147,{weed: {x:9.142979181587192; y: 9.548865002608805} },send,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35423,2022-12-19T15:01:30.479348,weed_position?,start,m_4147,{weed: {x:9.142979181587192; y: 9.548865002608805} },receive,102.204.455.849.452,8.651.543.744.699.760,0.0,tractor_1,65
35424,2022-12-19T15:01:30.482348,weed_position?,start,m_4147,{weed: {x:9.142979181587192; y: 9.548865002608805} },receive,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35428,2022-12-19T15:01:40.478348,tractor_position!,start,m_4148,{ header: tractor_1; position: {x:9.919969517352122; y: 10.131585953633785} },send,102.204.455.849.452,8.651.543.744.699.760,0.0,tractor_1,65
35429,2022-12-19T15:01:40.492348,tractor_position?,start,m_4148,{ header: tractor_1; position: {x:9.919969517352122; y: 10.131585953633785} },receive,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35432,2022-12-19T15:01:40.530348,tractor_position!,start,m_4149,{ header: tractor_2; position: {x:9.522493129477887; y: 10.05295290771388} },send,7.982.914.912.992.660,9.050.745.959.313.370,0.0,tractor_2,65
35433,2022-12-19T15:01:40.545348,tractor_position?,start,m_4149,{ header: tractor_2; position: {x:9.522493129477887; y: 10.05295290771388} },receive,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35436,2022-12-19T15:01:40.585348,select_closest_tractor,start,,,,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35438,2022-12-19T15:01:40.606348,closest_tractor!,start,m_4150,{ name: tractor_2 },send,9.142.979.181.587.190,9.548.865.002.608.800,14.315.085.320.795.700,drone,65
35439,2022-12-19T15:01:40.613348,closest_tractor?,start,m_4150,{ name: tractor_2 },receive,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35441,2022-12-19T15:01:40.617348,explore,start,,,,9.142.979.181.587.190,9.548.865.002.608.800,1.472.061.124.206.560,drone,65
35442,2022-12-19T15:01:40.623348,closest_tractor?,start,m_4150,{ name: tractor_2 },receive,9.522.493.129.477.880,1.005.295.290.771.380,0.0,tractor_2,65
35444,2022-12-19T15:01:40.631348,move,start,,,,9.522.493.129.477.880,1.005.295.290.771.380,0.0,tractor_2,65
35447,2022-12-19T15:01:40.653348,cut_grass,start,,,,9.142.979.181.587.190,9.548.865.002.608.800,0.0,tractor_2,65
35450,2022-12-19T15:01:50.665348,weed_found,start,,,,8.818.140.547.147.950,9.207.293.431.083.150,1.472.061.124.206.560,drone,65
35452,2022-12-19T15:02:00.699348,weed_position!,start,m_4151,{weed: {x:8.818140547147957; y: 9.207293431083151} },send,8.818.140.547.147.950,9.207.293.431.083.150,1.472.061.124.206.560,drone,65
35453,2022-12-19T15:02:00.719348,weed_position?,start,m_4151,{weed: {x:8.818140547147957; y: 9.207293431083151} },receive,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35456,2022-12-19T15:02:10.717348,tractor_position!,start,m_4152,{ header: tractor_1; position: {x:9.919969517352122; y: 10.131585953633785} },send,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35457,2022-12-19T15:02:10.737348,tractor_position?,start,m_4152,{ header: tractor_1; position: {x:9.919969517352122; y: 10.131585953633785} },receive,8.818.140.547.147.950,9.207.293.431.083.150,1.472.061.124.206.560,drone,65
35460,2022-12-19T15:02:10.796348,select_closest_tractor,start,,,,8.818.140.547.147.950,9.207.293.431.083.150,1.472.061.124.206.560,drone,65
35462,2022-12-19T15:02:10.820348,closest_tractor!,start,m_4153,{ name: tractor_1 },send,8.818.140.547.147.950,9.207.293.431.083.150,1.472.061.124.206.560,drone,65
35463,2022-12-19T15:02:10.830348,explore,start,,,,8.818.140.547.147.950,9.207.293.431.083.150,14.463.182.706.875.100,drone,65
35465,2022-12-19T15:02:10.840348,closest_tractor?,start,m_4153,{ name: tractor_1 },receive,9.522.493.129.477.880,1.005.295.290.771.380,0.0,tractor_2,65
35466,2022-12-19T15:02:10.841348,move,start,,,,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35468,2022-12-19T15:02:10.843348,closest_tractor?,start,m_4153,{ name: tractor_1 },receive,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35471,2022-12-19T15:02:10.883348,cut_grass,start,,,,8.818.140.547.147.950,9.207.293.431.083.150,0.0,tractor_1,65
35474,2022-12-19T15:02:19.963348,weed_found,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35476,2022-12-19T15:02:29.996348,weed_position!,start,m_4154,{weed: {x:8.615160486115633; y: 9.108549373879764} },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35478,2022-12-19T15:02:49.996348,weed_position!,start,m_4154,{weed: {x:8.615160486115633; y: 9.108549373879764} },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35480,2022-12-19T15:03:09.996348,weed_position!,start,m_4154,{weed: {x:8.615160486115633; y: 9.108549373879764} },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35482,2022-12-19T15:03:29.996348,weed_position!,start,m_4154,{weed: {x:8.615160486115633; y: 9.108549373879764} },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35484,2022-12-19T15:03:49.996348,weed_position!,start,m_4155,{weed: {x:8.615160486115633; y: 9.108549373879764} },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35486,2022-12-19T15:04:09.996348,weed_position!,start,m_4155,{weed: {x:8.615160486115633; y: 9.108549373879764} },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35488,2022-12-19T15:04:29.996348,weed_position!,start,m_4155,{weed: {x:8.615160486115633; y: 9.108549373879764} },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35489,2022-12-19T15:04:30.013348,weed_position?,start,m_4155,{weed: {x:8.615160486115633; y: 9.108549373879764} },receive,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35490,2022-12-19T15:04:30.016348,weed_position?,start,m_4155,{weed: {x:8.615160486115633; y: 9.108549373879764} },receive,9.522.493.129.477.880,1.005.295.290.771.380,0.0,tractor_2,65
35494,2022-12-19T15:04:40.012348,tractor_position!,start,m_4156,{ header: tractor_1; position: {x:8.818140547147957; y: 9.207293431083151} },send,9.919.969.517.352.120,10.131.585.953.633.700,0.0,tractor_1,65
35495,2022-12-19T15:04:40.022348,tractor_position?,start,m_4156,{ header: tractor_1; position: {x:8.818140547147957; y: 9.207293431083151} },receive,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35498,2022-12-19T15:04:40.067348,tractor_position!,start,m_4157,{ header: tractor_2; position: {x:9.142979181587192; y: 9.548865002608805} },send,9.522.493.129.477.880,1.005.295.290.771.380,0.0,tractor_2,65
35499,2022-12-19T15:04:40.082348,tractor_position?,start,m_4157,{ header: tractor_2; position: {x:9.142979181587192; y: 9.548865002608805} },receive,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35502,2022-12-19T15:04:40.122348,select_closest_tractor,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35504,2022-12-19T15:04:40.144348,closest_tractor!,start,m_4158,{ name: tractor_1 },send,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35506,2022-12-19T15:04:40.154348,low_battery,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35507,2022-12-19T15:04:40.162348,closest_tractor?,start,m_4158,{ name: tractor_1 },receive,9.142.979.181.587.190,9.548.865.002.608.800,0.0,tractor_2,65
35508,2022-12-19T15:04:40.166348,closest_tractor?,start,m_4158,{ name: tractor_1 },receive,8.818.140.547.147.950,9.207.293.431.083.150,0.0,tractor_1,65
35511,2022-12-19T15:04:40.175348,move,start,,,,8.818.140.547.147.950,9.207.293.431.083.150,0.0,tractor_1,65
35514,2022-12-19T15:04:40.204348,return_to_base,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,14.463.182.706.875.100,drone,65
35515,2022-12-19T15:04:40.207348,cut_grass,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,0.0,tractor_1,65
35518,2022-12-19T15:04:48.204348,land,start,,,,0.0,5.0,14.463.182.706.875.100,drone,65
35520,2022-12-19T15:04:50.204348,low_battery,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,0.0,tractor_2,65
35521,2022-12-19T15:04:50.204348,low_battery,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,0.0,tractor_1,65
35524,2022-12-19T15:04:50.238348,return_to_base,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,0.0,tractor_2,65
35525,2022-12-19T15:04:50.244348,return_to_base,start,,,,8.615.160.486.115.630,9.108.549.373.879.760,0.0,tractor_1,65
35528,2022-12-19T15:04:50.309348,stop,start,,,,0.0,1.0,0.0,tractor_2,65
35529,2022-12-19T15:04:50.311348,stop,start,,,,0.0,1.0,0.0,tractor_1,65
35532,2022-12-19T15:27:06.918351,takeoff,start,,,,0.0,4.925.031.757.551.890,0.0,drone,66
35533,2022-12-19T15:27:07.943351,explore,start,,,,0.0,4.925.031.757.551.890,14.495.620.025.718.100,drone,66
35536,2022-12-19T15:27:19.038351,weed_found,start,,,,0.6713117622315891,6.021.291.193.536.640,14.495.620.025.718.100,drone,66
35538,2022-12-19T15:27:29.064351,weed_position!,start,m_4159,{weed: {x:0.6713117622315891; y: 6.021291193536641} },send,0.6713117622315891,6.021.291.193.536.640,14.495.620.025.718.100,drone,66
35539,2022-12-19T15:27:29.079351,weed_position?,start,m_4159,{weed: {x:0.6713117622315891; y: 6.021291193536641} },receive,9.142.979.181.587.190,9.548.865.002.608.800,0.0,tractor_2,66
35540,2022-12-19T15:27:29.081351,weed_position?,start,m_4159,{weed: {x:0.6713117622315891; y: 6.021291193536641} },receive,8.818.140.547.147.950,9.207.293.431.083.150,0.0,tractor_1,66
35544,2022-12-19T15:27:39.085351,tractor_position!,start,m_4160,{ header: tractor_1; position: {x:8.615160486115633; y: 9.108549373879764} },send,8.818.140.547.147.950,9.207.293.431.083.150,0.0,tractor_1,66
35545,2022-12-19T15:27:39.096351,tractor_position?,start,m_4160,{ header: tractor_1; position: {x:8.615160486115633; y: 9.108549373879764} },receive,0.6713117622315891,6.021.291.193.536.640,14.495.620.025.718.100,drone,66
35548,2022-12-19T15:27:39.133351,tractor_position!,start,m_4161,{ header: tractor_2; position: {x:9.142979181587192; y: 9.548865002608805} },send,9.142.979.181.587.190,9.548.865.002.608.800,0.0,tractor_2,66
35549,2022-12-19T15:27:39.153351,tractor_position?,start,m_4161,{ header: tractor_2; position: {x:9.142979181587192; y: 9.548865002608805} },receive,0.6713117622315891,6.021.291.193.536.640,14.495.620.025.718.100,drone,66
35552,2022-12-19T15:27:39.195351,select_closest_tractor,start,,,,0.6713117622315891,6.021.291.193.536.640,14.495.620.025.718.100,drone,66
35554,2022-12-19T15:27:39.217351,closest_tractor!,start,m_4162,{ name: tractor_1 },send,0.6713117622315891,6.021.291.193.536.640,14.495.620.025.718.100,drone,66
