event_id,time,activity,lifecycle,msg_id,msg_payload,msg_role,x,y,z,robot,casename
10762,2022-12-17T19:44:55.111368,closest_tractor?,start,m_1252,{ name: tractor_2 },receive,876.110.691.151.621,876.714.254.495.147,0.0,tractor_1,22
10765,2022-12-17T19:44:55.122368,move,start,,,,8.976.945.828.828.240,9.116.144.549.841.690,0.0,tractor_2,22
10767,2022-12-17T19:44:55.149368,cut_grass,start,,,,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,22
10770,2022-12-17T19:45:15.194368,weed_found,start,,,,816.233.822.679.139,9.905.830.401.741.760,1.461.357.808.411.070,drone,22
10772,2022-12-17T19:45:25.229368,weed_position!,start,m_1253,{weed: {x:8.16233822679139; y: 9.905830401741769} },send,816.233.822.679.139,9.905.830.401.741.760,1.461.357.808.411.070,drone,22
10773,2022-12-17T19:45:25.246368,weed_position?,start,m_1253,{weed: {x:8.16233822679139; y: 9.905830401741769} },receive,876.110.691.151.621,876.714.254.495.147,0.0,tractor_1,22
10776,2022-12-17T19:45:35.234368,tractor_position!,start,m_1254,{ header: tractor_1; position: {x:8.76110691151621; y: 8.76714254495147} },send,876.110.691.151.621,876.714.254.495.147,0.0,tractor_1,22
10777,2022-12-17T19:45:35.254368,tractor_position?,start,m_1254,{ header: tractor_1; position: {x:8.76110691151621; y: 8.76714254495147} },receive,816.233.822.679.139,9.905.830.401.741.760,1.461.357.808.411.070,drone,22
10780,2022-12-17T19:45:35.310368,select_closest_tractor,start,,,,816.233.822.679.139,9.905.830.401.741.760,1.461.357.808.411.070,drone,22
10782,2022-12-17T19:45:35.332368,closest_tractor!,start,m_1255,{ name: tractor_1 },send,816.233.822.679.139,9.905.830.401.741.760,1.461.357.808.411.070,drone,22
10783,2022-12-17T19:45:35.340368,closest_tractor?,start,m_1255,{ name: tractor_1 },receive,876.110.691.151.621,876.714.254.495.147,0.0,tractor_1,22
10784,2022-12-17T19:45:35.341368,closest_tractor?,start,m_1255,{ name: tractor_1 },receive,8.976.945.828.828.240,9.116.144.549.841.690,0.0,tractor_2,22
10786,2022-12-17T19:45:35.344368,explore,start,,,,816.233.822.679.139,9.905.830.401.741.760,14.540.178.658.066.000,drone,22
10789,2022-12-17T19:45:35.352368,move,start,,,,876.110.691.151.621,876.714.254.495.147,0.0,tractor_1,22
10791,2022-12-17T19:45:35.403368,cut_grass,start,,,,816.233.822.679.139,9.905.830.401.741.760,0.0,tractor_1,22
10794,2022-12-17T19:45:41.437368,weed_found,start,,,,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10796,2022-12-17T19:45:51.469368,weed_position!,start,m_1256,{weed: {x:7.765642991275639; y: 9.499429914984932} },send,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10798,2022-12-17T19:46:11.469368,weed_position!,start,m_1256,{weed: {x:7.765642991275639; y: 9.499429914984932} },send,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10800,2022-12-17T19:46:31.469368,weed_position!,start,m_1256,{weed: {x:7.765642991275639; y: 9.499429914984932} },send,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10802,2022-12-17T19:46:51.469368,weed_position!,start,m_1256,{weed: {x:7.765642991275639; y: 9.499429914984932} },send,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10804,2022-12-17T19:47:11.469368,weed_position!,start,m_1257,{weed: {x:7.765642991275639; y: 9.499429914984932} },send,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10806,2022-12-17T19:47:31.469368,weed_position!,start,m_1257,{weed: {x:7.765642991275639; y: 9.499429914984932} },send,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10808,2022-12-17T19:47:51.469368,weed_position!,start,m_1257,{weed: {x:7.765642991275639; y: 9.499429914984932} },send,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10810,2022-12-17T19:48:01.469368,low_battery,start,,,,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10812,2022-12-17T19:48:01.521368,return_to_base,start,,,,7.765.642.991.275.630,9.499.429.914.984.930,14.540.178.658.066.000,drone,22
10813,2022-12-17T19:48:18.521368,land,start,,,,0.0,5.0,14.540.178.658.066.000,drone,22
10815,2022-12-17T19:48:20.521368,low_battery,start,,,,7.765.642.991.275.630,9.499.429.914.984.930,0.0,tractor_2,22
10816,2022-12-17T19:48:20.521368,low_battery,start,,,,7.765.642.991.275.630,9.499.429.914.984.930,0.0,tractor_1,22
10820,2022-12-17T19:48:20.548368,return_to_base,start,,,,7.765.642.991.275.630,9.499.429.914.984.930,0.0,tractor_1,22
10821,2022-12-17T19:48:20.556368,return_to_base,start,,,,7.765.642.991.275.630,9.499.429.914.984.930,0.0,tractor_2,22
10824,2022-12-17T19:48:20.610368,stop,start,,,,0.0,1.0,0.0,tractor_1,22
10825,2022-12-17T19:48:20.611368,stop,start,,,,0.0,1.0,0.0,tractor_2,22
10828,2022-12-17T20:27:10.918364,takeoff,start,,,,0.0,4.995.198.002.281.740,0.0,drone,23
10830,2022-12-17T20:27:11.964364,explore,start,,,,0.0,4.995.198.002.281.740,14.259.239.057.501.500,drone,23
10832,2022-12-17T20:27:32.050364,weed_found,start,,,,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10834,2022-12-17T20:27:42.086364,weed_position!,start,m_1258,{weed: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10836,2022-12-17T20:28:02.086364,weed_position!,start,m_1259,{weed: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10838,2022-12-17T20:28:22.086364,weed_position!,start,m_1259,{weed: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10840,2022-12-17T20:28:42.086364,weed_position!,start,m_1259,{weed: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10842,2022-12-17T20:29:02.086364,weed_position!,start,m_1260,{weed: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10844,2022-12-17T20:29:22.086364,weed_position!,start,m_1260,{weed: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10846,2022-12-17T20:29:42.086364,weed_position!,start,m_1260,{weed: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10847,2022-12-17T20:29:42.104364,weed_position?,start,m_1260,{weed: {x:0.4716170909379967; y: 6.355357630968696} },receive,8.976.945.828.828.240,9.116.144.549.841.690,0.0,tractor_2,23
10848,2022-12-17T20:29:42.105364,weed_position?,start,m_1260,{weed: {x:0.4716170909379967; y: 6.355357630968696} },receive,876.110.691.151.621,876.714.254.495.147,0.0,tractor_1,23
10852,2022-12-17T20:29:52.102364,tractor_position!,start,m_1261,{ header: tractor_1; position: {x:8.16233822679139; y: 9.905830401741769} },send,876.110.691.151.621,876.714.254.495.147,0.0,tractor_1,23
10853,2022-12-17T20:29:52.118364,tractor_position?,start,m_1261,{ header: tractor_1; position: {x:8.16233822679139; y: 9.905830401741769} },receive,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10856,2022-12-17T20:29:52.164364,tractor_position!,start,m_1262,{ header: tractor_2; position: {x:8.46161641281117; y: 10.185237258393084} },send,8.976.945.828.828.240,9.116.144.549.841.690,0.0,tractor_2,23
10857,2022-12-17T20:29:52.177364,tractor_position?,start,m_1262,{ header: tractor_2; position: {x:8.46161641281117; y: 10.185237258393084} },receive,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10860,2022-12-17T20:29:52.231364,select_closest_tractor,start,,,,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10862,2022-12-17T20:29:52.254364,closest_tractor!,start,m_1263,{ name: tractor_1 },send,0.4716170909379967,6.355.357.630.968.690,14.259.239.057.501.500,drone,23
10863,2022-12-17T20:29:52.265364,closest_tractor?,start,m_1263,{ name: tractor_1 },receive,816.233.822.679.139,9.905.830.401.741.760,0.0,tractor_1,23
10864,2022-12-17T20:29:52.266364,explore,start,,,,0.4716170909379967,6.355.357.630.968.690,1.472.963.778.812.620,drone,23
10867,2022-12-17T20:29:52.271364,move,start,,,,816.233.822.679.139,9.905.830.401.741.760,0.0,tractor_1,23
10868,2022-12-17T20:29:52.272364,closest_tractor?,start,m_1263,{ name: tractor_1 },receive,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,23
10871,2022-12-17T20:29:52.295364,cut_grass,start,,,,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,23
10874,2022-12-17T20:30:05.382364,weed_found,start,,,,12.622.255.642.707.100,716.647.033.621.522,1.472.963.778.812.620,drone,23
10876,2022-12-17T20:30:15.406364,weed_position!,start,m_1264,{weed: {x:1.2622255642707148; y: 7.16647033621522} },send,12.622.255.642.707.100,716.647.033.621.522,1.472.963.778.812.620,drone,23
10878,2022-12-17T20:30:35.406364,weed_position!,start,m_1264,{weed: {x:1.2622255642707148; y: 7.16647033621522} },send,12.622.255.642.707.100,716.647.033.621.522,1.472.963.778.812.620,drone,23
10880,2022-12-17T20:30:55.406364,weed_position!,start,m_1264,{weed: {x:1.2622255642707148; y: 7.16647033621522} },send,12.622.255.642.707.100,716.647.033.621.522,1.472.963.778.812.620,drone,23
10882,2022-12-17T20:31:15.406364,weed_position!,start,m_1264,{weed: {x:1.2622255642707148; y: 7.16647033621522} },send,12.622.255.642.707.100,716.647.033.621.522,1.472.963.778.812.620,drone,23
10884,2022-12-17T20:31:25.406364,low_battery,start,,,,12.622.255.642.707.100,716.647.033.621.522,1.472.963.778.812.620,drone,23
10886,2022-12-17T20:31:25.421364,return_to_base,start,,,,12.622.255.642.707.100,716.647.033.621.522,1.472.963.778.812.620,drone,23
10888,2022-12-17T20:31:40.421364,land,start,,,,0.0,5.0,1.472.963.778.812.620,drone,23
10889,2022-12-17T20:31:42.421364,low_battery,start,,,,12.622.255.642.707.100,716.647.033.621.522,0.0,tractor_2,23
10890,2022-12-17T20:31:42.421364,low_battery,start,,,,12.622.255.642.707.100,716.647.033.621.522,0.0,tractor_1,23
10894,2022-12-17T20:31:42.455364,return_to_base,start,,,,12.622.255.642.707.100,716.647.033.621.522,0.0,tractor_1,23
10895,2022-12-17T20:31:42.465364,return_to_base,start,,,,12.622.255.642.707.100,716.647.033.621.522,0.0,tractor_2,23
10898,2022-12-17T20:31:42.512364,stop,start,,,,0.0,1.0,0.0,tractor_1,23
10899,2022-12-17T20:31:42.522364,stop,start,,,,0.0,1.0,0.0,tractor_2,23
10902,2022-12-17T21:27:13.918345,takeoff,start,,,,0.0,5.021.075.463.955.200,0.0,drone,24
10904,2022-12-17T21:27:14.944345,explore,start,,,,0.0,5.021.075.463.955.200,14.552.286.951.222.700,drone,24
10906,2022-12-17T21:27:32.023345,weed_found,start,,,,2.208.425.445.667.970,6.192.391.673.991.470,14.552.286.951.222.700,drone,24
10908,2022-12-17T21:27:42.061345,weed_position!,start,m_1265,{weed: {x:2.208425445667971; y: 6.192391673991477} },send,2.208.425.445.667.970,6.192.391.673.991.470,14.552.286.951.222.700,drone,24
10909,2022-12-17T21:27:42.076345,weed_position?,start,m_1265,{weed: {x:2.208425445667971; y: 6.192391673991477} },receive,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,24
10912,2022-12-17T21:27:52.065345,tractor_position!,start,m_1266,{ header: tractor_2; position: {x:8.46161641281117; y: 10.185237258393084} },send,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,24
10913,2022-12-17T21:27:52.081345,tractor_position?,start,m_1266,{ header: tractor_2; position: {x:8.46161641281117; y: 10.185237258393084} },receive,2.208.425.445.667.970,6.192.391.673.991.470,14.552.286.951.222.700,drone,24
10916,2022-12-17T21:27:52.147345,select_closest_tractor,start,,,,2.208.425.445.667.970,6.192.391.673.991.470,14.552.286.951.222.700,drone,24
10918,2022-12-17T21:27:52.171345,closest_tractor!,start,m_1267,{ name: tractor_2 },send,2.208.425.445.667.970,6.192.391.673.991.470,14.552.286.951.222.700,drone,24
10919,2022-12-17T21:27:52.182345,explore,start,,,,2.208.425.445.667.970,6.192.391.673.991.470,14.266.159.158.524.800,drone,24
10921,2022-12-17T21:27:52.189345,closest_tractor?,start,m_1267,{ name: tractor_2 },receive,816.233.822.679.139,9.905.830.401.741.760,0.0,tractor_1,24
10922,2022-12-17T21:27:52.192345,closest_tractor?,start,m_1267,{ name: tractor_2 },receive,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,24
10923,2022-12-17T21:27:52.204345,move,start,,,,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,24
10927,2022-12-17T21:27:52.242345,cut_grass,start,,,,2.208.425.445.667.970,6.192.391.673.991.470,0.0,tractor_2,24
10930,2022-12-17T21:28:02.299345,weed_found,start,,,,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10932,2022-12-17T21:28:12.324345,weed_position!,start,m_1268,{weed: {x:3.436012081336176; y: 7.019616201893904} },send,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10934,2022-12-17T21:28:32.324345,weed_position!,start,m_1269,{weed: {x:3.436012081336176; y: 7.019616201893904} },send,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10936,2022-12-17T21:28:52.324345,weed_position!,start,m_1269,{weed: {x:3.436012081336176; y: 7.019616201893904} },send,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10938,2022-12-17T21:29:12.324345,weed_position!,start,m_1269,{weed: {x:3.436012081336176; y: 7.019616201893904} },send,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10940,2022-12-17T21:29:32.324345,weed_position!,start,m_1269,{weed: {x:3.436012081336176; y: 7.019616201893904} },send,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10941,2022-12-17T21:29:32.340345,weed_position?,start,m_1269,{weed: {x:3.436012081336176; y: 7.019616201893904} },receive,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,24
10942,2022-12-17T21:29:32.341345,weed_position?,start,m_1269,{weed: {x:3.436012081336176; y: 7.019616201893904} },receive,816.233.822.679.139,9.905.830.401.741.760,0.0,tractor_1,24
10946,2022-12-17T21:29:42.337345,tractor_position!,start,m_1270,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },send,816.233.822.679.139,9.905.830.401.741.760,0.0,tractor_1,24
10947,2022-12-17T21:29:42.347345,tractor_position?,start,m_1270,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },receive,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10950,2022-12-17T21:29:42.378345,tractor_position!,start,m_1271,{ header: tractor_2; position: {x:2.208425445667971; y: 6.192391673991477} },send,846.161.641.281.117,10.185.237.258.393.000,0.0,tractor_2,24
10951,2022-12-17T21:29:42.397345,tractor_position?,start,m_1271,{ header: tractor_2; position: {x:2.208425445667971; y: 6.192391673991477} },receive,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10954,2022-12-17T21:29:42.448345,select_closest_tractor,start,,,,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10956,2022-12-17T21:29:42.471345,closest_tractor!,start,m_1272,{ name: tractor_2 },send,3.436.012.081.336.170,7.019.616.201.893.900,14.266.159.158.524.800,drone,24
10957,2022-12-17T21:29:42.481345,closest_tractor?,start,m_1272,{ name: tractor_2 },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
10958,2022-12-17T21:29:42.482345,explore,start,,,,3.436.012.081.336.170,7.019.616.201.893.900,14.292.055.597.943.700,drone,24
10960,2022-12-17T21:29:42.484345,closest_tractor?,start,m_1272,{ name: tractor_2 },receive,2.208.425.445.667.970,6.192.391.673.991.470,0.0,tractor_2,24
10962,2022-12-17T21:29:42.490345,move,start,,,,2.208.425.445.667.970,6.192.391.673.991.470,0.0,tractor_2,24
10965,2022-12-17T21:29:42.524345,cut_grass,start,,,,3.436.012.081.336.170,7.019.616.201.893.900,0.0,tractor_2,24
10968,2022-12-17T21:29:51.589345,weed_found,start,,,,5.260.352.132.676.210,7.600.727.714.062.800,14.292.055.597.943.700,drone,24
10970,2022-12-17T21:30:01.618345,weed_position!,start,m_1273,{weed: {x:5.260352132676213; y: 7.600727714062808} },send,5.260.352.132.676.210,7.600.727.714.062.800,14.292.055.597.943.700,drone,24
10971,2022-12-17T21:30:01.634345,weed_position?,start,m_1273,{weed: {x:5.260352132676213; y: 7.600727714062808} },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
10972,2022-12-17T21:30:01.636345,weed_position?,start,m_1273,{weed: {x:5.260352132676213; y: 7.600727714062808} },receive,2.208.425.445.667.970,6.192.391.673.991.470,0.0,tractor_2,24
10976,2022-12-17T21:30:11.644345,tractor_position!,start,m_1274,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
10977,2022-12-17T21:30:11.654345,tractor_position?,start,m_1274,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },receive,5.260.352.132.676.210,7.600.727.714.062.800,14.292.055.597.943.700,drone,24
10980,2022-12-17T21:30:11.696345,tractor_position!,start,m_1275,{ header: tractor_2; position: {x:3.436012081336176; y: 7.019616201893904} },send,2.208.425.445.667.970,6.192.391.673.991.470,0.0,tractor_2,24
10981,2022-12-17T21:30:11.716345,tractor_position?,start,m_1275,{ header: tractor_2; position: {x:3.436012081336176; y: 7.019616201893904} },receive,5.260.352.132.676.210,7.600.727.714.062.800,14.292.055.597.943.700,drone,24
10984,2022-12-17T21:30:11.750345,select_closest_tractor,start,,,,5.260.352.132.676.210,7.600.727.714.062.800,14.292.055.597.943.700,drone,24
10986,2022-12-17T21:30:11.771345,closest_tractor!,start,m_1276,{ name: tractor_2 },send,5.260.352.132.676.210,7.600.727.714.062.800,14.292.055.597.943.700,drone,24
10987,2022-12-17T21:30:11.778345,closest_tractor?,start,m_1276,{ name: tractor_2 },receive,3.436.012.081.336.170,7.019.616.201.893.900,0.0,tractor_2,24
10988,2022-12-17T21:30:11.783345,explore,start,,,,5.260.352.132.676.210,7.600.727.714.062.800,14.556.831.586.212.100,drone,24
10990,2022-12-17T21:30:11.793345,move,start,,,,3.436.012.081.336.170,7.019.616.201.893.900,0.0,tractor_2,24
10992,2022-12-17T21:30:11.793345,closest_tractor?,start,m_1276,{ name: tractor_2 },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
10995,2022-12-17T21:30:11.826345,cut_grass,start,,,,5.260.352.132.676.210,7.600.727.714.062.800,0.0,tractor_2,24
10998,2022-12-17T21:30:23.887345,weed_found,start,,,,6.424.324.361.835.970,901.937.355.867.078,14.556.831.586.212.100,drone,24
11000,2022-12-17T21:30:33.919345,weed_position!,start,m_1277,{weed: {x:6.424324361835977; y: 9.019373558670779} },send,6.424.324.361.835.970,901.937.355.867.078,14.556.831.586.212.100,drone,24
11001,2022-12-17T21:30:33.934345,weed_position?,start,m_1277,{weed: {x:6.424324361835977; y: 9.019373558670779} },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11002,2022-12-17T21:30:33.935345,weed_position?,start,m_1277,{weed: {x:6.424324361835977; y: 9.019373558670779} },receive,3.436.012.081.336.170,7.019.616.201.893.900,0.0,tractor_2,24
11006,2022-12-17T21:30:43.938345,tractor_position!,start,m_1278,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11007,2022-12-17T21:30:43.954345,tractor_position?,start,m_1278,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },receive,6.424.324.361.835.970,901.937.355.867.078,14.556.831.586.212.100,drone,24
11010,2022-12-17T21:30:43.997345,tractor_position!,start,m_1279,{ header: tractor_2; position: {x:5.260352132676213; y: 7.600727714062808} },send,3.436.012.081.336.170,7.019.616.201.893.900,0.0,tractor_2,24
11011,2022-12-17T21:30:44.010345,tractor_position?,start,m_1279,{ header: tractor_2; position: {x:5.260352132676213; y: 7.600727714062808} },receive,6.424.324.361.835.970,901.937.355.867.078,14.556.831.586.212.100,drone,24
11014,2022-12-17T21:30:44.056345,select_closest_tractor,start,,,,6.424.324.361.835.970,901.937.355.867.078,14.556.831.586.212.100,drone,24
11016,2022-12-17T21:30:44.077345,closest_tractor!,start,m_1280,{ name: tractor_2 },send,6.424.324.361.835.970,901.937.355.867.078,14.556.831.586.212.100,drone,24
11017,2022-12-17T21:30:44.087345,explore,start,,,,6.424.324.361.835.970,901.937.355.867.078,14.529.608.378.786.700,drone,24
11019,2022-12-17T21:30:44.092345,closest_tractor?,start,m_1280,{ name: tractor_2 },receive,5.260.352.132.676.210,7.600.727.714.062.800,0.0,tractor_2,24
11020,2022-12-17T21:30:44.093345,move,start,,,,5.260.352.132.676.210,7.600.727.714.062.800,0.0,tractor_2,24
11022,2022-12-17T21:30:44.093345,closest_tractor?,start,m_1280,{ name: tractor_2 },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11025,2022-12-17T21:30:44.134345,cut_grass,start,,,,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11028,2022-12-17T21:31:01.151345,weed_found,start,,,,6.808.278.750.489.560,8.384.788.868.842.600,14.529.608.378.786.700,drone,24
11030,2022-12-17T21:31:11.172345,weed_position!,start,m_1281,{weed: {x:6.808278750489566; y: 8.384788868842605} },send,6.808.278.750.489.560,8.384.788.868.842.600,14.529.608.378.786.700,drone,24
11032,2022-12-17T21:31:31.172345,weed_position!,start,m_1281,{weed: {x:6.808278750489566; y: 8.384788868842605} },send,6.808.278.750.489.560,8.384.788.868.842.600,14.529.608.378.786.700,drone,24
11034,2022-12-17T21:31:51.172345,weed_position!,start,m_1281,{weed: {x:6.808278750489566; y: 8.384788868842605} },send,6.808.278.750.489.560,8.384.788.868.842.600,14.529.608.378.786.700,drone,24
11035,2022-12-17T21:31:51.187345,weed_position?,start,m_1281,{weed: {x:6.808278750489566; y: 8.384788868842605} },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11038,2022-12-17T21:32:01.181345,tractor_position!,start,m_1282,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },send,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11039,2022-12-17T21:32:01.200345,tractor_position?,start,m_1282,{ header: tractor_1; position: {x:0.4716170909379967; y: 6.355357630968696} },receive,6.808.278.750.489.560,8.384.788.868.842.600,14.529.608.378.786.700,drone,24
11042,2022-12-17T21:32:01.264345,select_closest_tractor,start,,,,6.808.278.750.489.560,8.384.788.868.842.600,14.529.608.378.786.700,drone,24
11044,2022-12-17T21:32:01.286345,closest_tractor!,start,m_1283,{ name: tractor_1 },send,6.808.278.750.489.560,8.384.788.868.842.600,14.529.608.378.786.700,drone,24
11045,2022-12-17T21:32:01.296345,closest_tractor?,start,m_1283,{ name: tractor_1 },receive,5.260.352.132.676.210,7.600.727.714.062.800,0.0,tractor_2,24
11046,2022-12-17T21:32:01.297345,explore,start,,,,6.808.278.750.489.560,8.384.788.868.842.600,14.039.507.388.396.100,drone,24
11048,2022-12-17T21:32:01.301345,closest_tractor?,start,m_1283,{ name: tractor_1 },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11051,2022-12-17T21:32:01.315345,move,start,,,,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11053,2022-12-17T21:32:01.367345,cut_grass,start,,,,6.808.278.750.489.560,8.384.788.868.842.600,0.0,tractor_1,24
11056,2022-12-17T21:32:19.400345,weed_found,start,,,,8.886.660.797.872.720,905.106.551.541.342,14.039.507.388.396.100,drone,24
11058,2022-12-17T21:32:29.430345,weed_position!,start,m_1284,{weed: {x:8.886660797872725; y: 9.05106551541342} },send,8.886.660.797.872.720,905.106.551.541.342,14.039.507.388.396.100,drone,24
11060,2022-12-17T21:32:49.430345,weed_position!,start,m_1284,{weed: {x:8.886660797872725; y: 9.05106551541342} },send,8.886.660.797.872.720,905.106.551.541.342,14.039.507.388.396.100,drone,24
11061,2022-12-17T21:32:49.449345,weed_position?,start,m_1284,{weed: {x:8.886660797872725; y: 9.05106551541342} },receive,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11062,2022-12-17T21:32:49.449345,weed_position?,start,m_1284,{weed: {x:8.886660797872725; y: 9.05106551541342} },receive,5.260.352.132.676.210,7.600.727.714.062.800,0.0,tractor_2,24
11066,2022-12-17T21:32:59.446345,tractor_position!,start,m_1285,{ header: tractor_1; position: {x:6.808278750489566; y: 8.384788868842605} },send,0.4716170909379967,6.355.357.630.968.690,0.0,tractor_1,24
11067,2022-12-17T21:32:59.456345,tractor_position?,start,m_1285,{ header: tractor_1; position: {x:6.808278750489566; y: 8.384788868842605} },receive,8.886.660.797.872.720,905.106.551.541.342,14.039.507.388.396.100,drone,24
11070,2022-12-17T21:32:59.507345,tractor_position!,start,m_1286,{ header: tractor_2; position: {x:6.424324361835977; y: 9.019373558670779} },send,5.260.352.132.676.210,7.600.727.714.062.800,0.0,tractor_2,24
11071,2022-12-17T21:32:59.519345,tractor_position?,start,m_1286,{ header: tractor_2; position: {x:6.424324361835977; y: 9.019373558670779} },receive,8.886.660.797.872.720,905.106.551.541.342,14.039.507.388.396.100,drone,24
11074,2022-12-17T21:32:59.556345,select_closest_tractor,start,,,,8.886.660.797.872.720,905.106.551.541.342,14.039.507.388.396.100,drone,24
11076,2022-12-17T21:32:59.577345,closest_tractor!,start,m_1287,{ name: tractor_1 },send,8.886.660.797.872.720,905.106.551.541.342,14.039.507.388.396.100,drone,24
11077,2022-12-17T21:32:59.585345,closest_tractor?,start,m_1287,{ name: tractor_1 },receive,6.424.324.361.835.970,901.937.355.867.078,0.0,tractor_2,24
11078,2022-12-17T21:32:59.587345,explore,start,,,,8.886.660.797.872.720,905.106.551.541.342,14.506.890.683.878.300,drone,24
11080,2022-12-17T21:32:59.587345,closest_tractor?,start,m_1287,{ name: tractor_1 },receive,6.808.278.750.489.560,8.384.788.868.842.600,0.0,tractor_1,24
11081,2022-12-17T21:32:59.605345,move,start,,,,6.808.278.750.489.560,8.384.788.868.842.600,0.0,tractor_1,24
11085,2022-12-17T21:32:59.644345,cut_grass,start,,,,8.886.660.797.872.720,905.106.551.541.342,0.0,tractor_1,24
11088,2022-12-17T21:33:15.698345,weed_found,start,,,,850.852.402.385.531,8.514.475.017.465.940,14.506.890.683.878.300,drone,24
11090,2022-12-17T21:33:25.736345,weed_position!,start,m_1288,{weed: {x:8.50852402385531; y: 8.514475017465946} },send,850.852.402.385.531,8.514.475.017.465.940,14.506.890.683.878.300,drone,24
11092,2022-12-17T21:33:45.736345,weed_position!,start,m_1288,{weed: {x:8.50852402385531; y: 8.514475017465946} },send,850.852.402.385.531,8.514.475.017.465.940,14.506.890.683.878.300,drone,24
